collection_id,collection_name,doi,pmid,pmcid,source,secondary_doi
6221,Proximal threats promote enhanced acquisition and persistence of reactive fear-learning circuits,10.1073/pnas.2004258117,32601212,7369317,neurovault,
1263,Insula and somatosensory cortical myelination and iron markers underlie individual differences in empathy,10.1038/srep43316,28256532,5335674,neurovault,
5182,Brain responses and approach bias to social alcohol cues and their association with drinking in a social setting in young adult males,10.1111/ejn.14574,31498505,7155040,neurovault,
4851,Direct and reflected self-concept show increasing similarity across adolescence: A functional neuroimaging study,10.1016/j.neuropsychologia.2019.05.001,31075284,7500182,neurovault,
2200,Probabilistic conversion of neurosurgical DBS electrode coordinates into MNI space,10.1016/j.neuroimage.2017.02.004,28163141,6050588,neurovault,
1662,Brain structure anomalies in autism spectrum disorder-a meta-analysis of VBM studies using anatomic likelihood estimation,10.1002/hbm.21299,21692142,4801488,neurovault,
3474,The Influence of Dopamine on Cognitive Flexibility Is Mediated by Functional Connectivity in Young but Not Older Adults,10.1162/jocn_a_01286,29791298,6698144,neurovault,
3890,Supersize my brain: A cross-sectional voxel-based morphometry study on the association between self-reported dietary restraint and regional grey matter volumes,10.1016/j.biopsycho.2016.03.007,26995784,,neurovault,
4022,The experience of vivid autobiographical reminiscence is supported by subjective content representations in the precuneus,10.1038/s41598-018-32879-0,30297824,6175904,neurovault,
5769,Patients with autism spectrum disorders display reproducible functional connectivity alterations,10.1126/scitranslmed.aat9223,30814340,,neurovault,
5312,The Neurobehavioral Mechanisms of Motivational Control in Attention-Deficit/Hyperactivity Disorder,10.1016/j.cortex.2020.02.009,32222572,,neurovault,
5362,Regional Specialization and Coordination Within the Network for Perceiving and Knowing About Others,10.1093/cercor/bhz130,31340017,7239670,neurovault,
4103,BOLD and EEG signal variability at rest differently relate to aging in the human brain,10.1016/j.neuroimage.2019.116373,31759114,,neurovault,
4337,The Human Connectome Project: A data acquisition perspective,10.1016/j.neuroimage.2012.02.018,22366334,3606888,neurovault,
5046,Minimizing threat via heuristic and optimal policies recruits hippocampus and medial prefrontal cortex,10.1038/s41562-019-0603-9,31110338,6629544,neurovault,
3566,Contextual knowledge provided by a movie biases implicit perception of the protagonist,10.1093/scan/nsz028,30993342,6545537,neurovault,
5007,A Resting-State Network Comparison of Combat-Related PTSD with Combat-Exposed and Civilian Controls,10.1093/scan/nsz072,31588508,6917024,neurovault,
5380,The Relationship Between Individual Differences in Gray Matter Volume and Religiosity and Mystical Experiences: A Pre‐registered Voxel‐based Morphometry Study,10.1111/ejn.14563,31465601,7079225,neurovault,
4441,A comparison of resting state functional magnetic resonance imaging to invasive electrocortical stimulation for sensorimotor mapping in pediatric patients,10.1016/j.nicl.2019.101850,31077983,6514367,neurovault,
5591,Choosing to view morbid information involves reward circuitry,10.1038/s41598-020-71662-y,32943668,7499173,neurovault,
6558,The value of what’s to come: Neural mechanisms coupling prediction error and the utility of anticipation,10.1126/sciadv.aba3828,32596456,7304967,neurovault,
1689,Neuroanatomical correlates of forgiving unintentional harms,10.1038/srep45967,28382935,5382676,neurovault,
6158,Why We Learn Less from Observing Outgroups,10.1523/JNEUROSCI.0926-20.2020,33203741,7786220,neurovault,
1508,Differences in Resting State Functional Connectivity between Young Adult Endurance Athletes and Healthy Controls,10.3389/fnhum.2016.00610,28018192,5147411,neurovault,
4752,Neural reward related-reactions to monetary gains for self and charity are associated with donating behavior in adolescence,10.1093/scan/nsaa027,32163162,7304510,neurovault,
3117,Different responses of the right superior temporal sulcus to visual movement feedback during self- versus externally-generated hand movements,10.1111/ejn.13824,29356166,,neurovault,
2814,Reinstatement of memory representations for lifelike events over the course of a week,10.1038/s41598-017-13938-4,29084981,5662713,neurovault,
5449,Intrinsic Functional Connectivity is Organized as Three Interdependent Gradients,10.1038/s41598-019-51793-7,31685830,6828953,neurovault,
3457,The emergence of the visual word form: Longitudinal evolution of category-specific ventral visual areas during reading acquisition,10.1371/journal.pbio.2004103,29509766,5856411,neurovault,
1385,Sensitivity of the resting-state haemodynamic response function estimation to autonomic nervous system fluctuations,10.1098/rsta.2015.0190,27044997,4822449,neurovault,
3865,Differential Behavioral and Neural Profiles in Youth With Conduct Problems During Risky Decision‐Making,10.1111/jora.12546,32030837,9552935,neurovault,
7767,Cognitive and hormonal regulation of appetite for food presented in the olfactory and visual modalities,10.1016/j.neuroimage.2021.117811,33524577,,neurovault,
978,What's in a pattern? Examining the type of signal multivariate analysis uncovers at the group level,10.1016/j.neuroimage.2016.11.019,27851996,,neurovault,
1354,Neural Representation of Working Memory Content Is Modulated by Visual Attentional Demand,10.1162/jocn_a_01174,28777056,6138828,neurovault,
1066,The Power of the Like in Adolescence: Effects of Peer Influence on Neural and Behavioral Responses to Social Media,10.1177/0956797616645673,27247125,5387999,neurovault,
1941,The Dynamics of Functional Brain Networks: Integrated Network States during Cognitive Task Performance,10.1016/j.neuron.2016.09.018,27693256,5073034,neurovault,
2290,How embarrassing! The behavioral and neural correlates of processing social norm violations,10.1371/journal.pone.0176326,28441460,5404760,neurovault,
4208,Action-Dependent Processing of Touch in the Human Parietal Operculum and Posterior Insula,10.1093/cercor/bhz111,31211363,,neurovault,
5028,"Neurocomputational mechanisms at play when weighing concerns for extrinsic rewards, moral values, and social image",10.1371/journal.pbio.3000283,31170138,6553686,neurovault,
8371,"BRAHMA: Population specific T1, T2, and FLAIR weighted brain templates and their impact in structural and functional imaging studies",10.1016/j.mri.2019.12.009,31917995,,neurovault,
6215,Is monetary reward processing altered in drug-naïve youth with a behavioral addiction? Findings from internet gaming disorder,10.1016/j.nicl.2020.102202,32045732,7013339,neurovault,
6765,White Matter Microstructure in Superior Longitudinal Fasciculus Associated with Spatial Working Memory Performance in Children,10.1162/jocn.2010.21592,20964591,,neurovault,
5994,The neural bases of argumentative reasoning,10.1016/j.bandl.2020.104827,32590183,,neurovault,
3950,Enhanced Bottom-Up and Reduced Top-Down fMRI Activity Is Related to Long-Lasting Nonreinforced Behavioral Change,10.1093/cercor/bhz132,31408106,7132905,neurovault,
4543,Mapping language with resting‐state functional magnetic resonance imaging: A study on the functional profile of the language network,10.1002/hbm.24821,31609045,7268076,neurovault,
6079,Changes in brain activity following the voluntary control of empathy,10.1016/j.neuroimage.2020.116529,31931155,,neurovault,
4722,Human Extinction Learning Is Accelerated by an Angiotensin Antagonist via Ventromedial Prefrontal Cortex and Its Connections With Basolateral Amygdala,10.1016/j.biopsych.2019.07.007,31471037,,neurovault,
6038,When compliments do not hit but critiques do: an fMRI study into self-esteem and self-knowledge in processing social feedback,10.1093/scan/nsy014,29490088,5928412,neurovault,
6225,Replicable brain signatures of emotional bias and memory based on diffusion kurtosis imaging of white matter tracts,10.1002/hbm.24874,31773802,7268065,neurovault,
7937,Striatal bases of temporal discounting in early adolescents,10.1016/j.neuropsychologia.2020.107492,32437762,7306428,neurovault,
6240,Whole-body somatotopic maps in the cerebellum revealed with 7T fMRI,10.1016/j.neuroimage.2020.116624,32058002,,neurovault,
6040,Unreliable feedback deteriorates information processing in primary visual cortex,10.1016/j.neuroimage.2020.116701,32135261,,neurovault,
6039,Stuck in a negative me: fMRI study on the role of disturbed self-views in social feedback processing in borderline personality disorder,10.1017/S0033291719000448,30867073,7093320,neurovault,
4366,Calorie information and dieting status modulate reward and control activation during the evaluation of food images,10.1371/journal.pone.0204744,30388113,6214650,neurovault,
6175,Neural representations of honesty predict future trust behavior,10.1038/s41467-019-13261-8,31729396,6858375,neurovault,
6245,Intersubject consistent dynamic connectivity during natural vision revealed by functional MRI,10.1016/j.neuroimage.2020.116698,32130972,10635736,neurovault,
3685,Neurocomputational mechanisms underlying motivated seeing,10.1038/s41562-019-0637-z,31263289,,neurovault,
4868,Attentional Modulation of Vision Versus Proprioception During Action,10.1093/cercor/bhz192,31670769,7132949,neurovault,
4758,Brain activity links performance in science reasoning with conceptual approach,10.1038/s41539-019-0059-8,31814997,6889284,neurovault,
8073,Polarity of uncertainty representation during exploration and exploitation in ventromedial prefrontal cortex,10.1038/s41562-020-0929-3,32868885,7116777,neurovault,
6602,The neural correlates of academic self-concept in adolescence and the relation to making future-oriented academic choices,10.1016/j.tine.2019.02.003,31176467,,neurovault,
5684,Improvising at rest: Differentiating jazz and classical music training with resting state functional connectivity,10.1016/j.neuroimage.2019.116384,31760149,,neurovault,
4998,Power of mind: Attentional focus rather than palatability dominates neural responding to visual food stimuli in females with overweight,10.1016/j.appet.2020.104609,31954729,,neurovault,
5914,History of conditioned reward association disrupts inhibitory control: an examination of neural correlates,10.1016/j.neuroimage.2020.117629,33316390,,neurovault,
3756,Mesolimbic dopamine D2 receptors and neural representations of subjective value,10.1038/s41598-019-56858-1,31882947,6934551,neurovault,
6255,Reward anticipation in schizophrenia: A coordinate-based meta-analysis,10.1016/j.schres.2019.12.041,31948895,,neurovault,
6452,Convergent neural representations of experimentally-induced acute pain in healthy volunteers: A large-scale fMRI meta-analysis,10.1016/j.neubiorev.2020.01.004,31954149,7755074,neurovault,
9622,Insulin sensitivity and brain reward activation in overweight Hispanic girls: a pilot study,10.1111/j.2047-6310.2013.00210.x,24357646,4065230,neurovault,
6778,Evidence for Hierarchical Cognitive Control in the Human Cerebellum,10.1016/j.cub.2020.03.028,32275880,7289516,neurovault,
6034,Atypical processing of social anticipation and feedback in borderline personality disorder,10.1016/j.nicl.2019.102126,31884223,6938803,neurovault,
8386,"Regulating emotion through distancing: A taxonomy, neurocognitive model, and supporting meta-analysis",10.1016/j.neubiorev.2018.04.023,30502352,6326885,neurovault,
6591,Formation of global self-beliefs in the human brain,10.1073/pnas.2003094117,33060292,7959580,neurovault,
5662,"Multimodal MRI of grey matter, white matter, and functional connectivity in cognitively healthy mutation carriers at risk for frontotemporal dementia and Alzheimer's disease",10.1186/s12883-019-1567-0,31881858,6933911,neurovault,
