collection_id,collection_name,doi,pmid,pmcid,source,secondary_doi
9474,Fear extinction in the human brain: A meta-analysis of fMRI studies in healthy participants,10.1016/j.neubiorev.2018.03.002,29530516,,neurovault,
9484,Altered prefrontal correlates of monetary anticipation and outcome in chronic pain,10.1097/j.pain.0000000000001232,29790868,6053327,neurovault,
9475,"Association of quality of life with structural, functional and molecular brain imaging in community-dwelling older adults",10.1016/j.neuroimage.2021.117819,33549750,,neurovault,
8736,Touching events predict human action segmentation in brain and behavior,10.1016/j.neuroimage.2021.118534,34469813,,neurovault,
7259,Neural support for contributions of utility and narrative processing of evidence in juror decision making,10.1523/JNEUROSCI.2434-21.2022,36658459,9546442,neurovault,
5964,Liking and left amygdala activity during food versus nonfood processing are modulated by emotional context,10.3758/s13415-019-00754-8,31713099,,neurovault,
10477,Heritability of neural reactions to social exclusion and prosocial compensation in middle childhood,10.1016/j.dcn.2018.05.010,29936358,6969304,neurovault,
8740,Computational imaging during video game playing shows dynamic synchronization of cortical and subcortical networks of emotions,10.1371/journal.pbio.3000900,33180768,7685507,neurovault,
3428,Natural sleep loss is associated with lower mPFC activity during negative distracter processing,10.3758/s13415-020-00862-w,33469886,7994230,neurovault,
2503,Integration of individual and social information for decision-making in groups of different sizes,10.1371/journal.pbio.2001958,28658252,5489145,neurovault,
4140,Neural computations underlying strategic social decision-making in groups,10.1038/s41467-019-12937-5,31754103,6872737,neurovault,
3020,Nucleus accumbens connectivity at rest is associated with alcohol consumption in young male adults,10.1016/j.euroneuro.2019.10.008,31753778,,neurovault,
3972,Development of MPFC function mediates shifts in self-protective behavior provoked by social feedback,10.1038/s41467-018-05553-2,30082718,6079030,neurovault,
3206,Escitalopram enhances synchrony of brain responses during emotional narratives in patients with major depressive disorder,10.1016/j.neuroimage.2021.118110,33933596,,neurovault,
3263,Relationship-specific Encoding of Social Touch in Somatosensory and Insular Cortices,10.1016/j.neuroscience.2020.09.015,32931848,,neurovault,
9004,Overlapping and unique neural circuits are activated during perceptual decision making and confidence,10.1038/s41598-020-77820-6,33247212,7699640,neurovault,
8306,Methylphenidate boosts choices of mental labor over leisure depending on striatal dopamine synthesis capacity,10.1038/s41386-020-00834-1,32919405,7784967,neurovault,
4252,Allured or alarmed: Counteractive control responses to food temptations in the brain,10.1016/j.bbr.2013.03.041,23578759,,neurovault,
8576,"Distinct regions of the striatum underlying effort, movement initiation and effort discounting",10.1038/s41562-020-00972-y,33230282,8555699,neurovault,
4420,Learning of distant state predictions by the orbitofrontal cortex in humans,10.1038/s41467-019-10597-z,31186425,6560030,neurovault,
10489,A view behind the mask of sanity: meta-analysis of aberrant brain activity in psychopaths,10.1038/s41380-018-0122-5,30038232,6344321,neurovault,
2395,Episodic Memory Encoding Interferes with Reward Learning and Decreases Striatal Prediction Errors,10.1523/JNEUROSCI.0204-14.2014,25378157,4220024,neurovault,
11259,Mapping delusions of space onto a structural disconnectome that decouples familiarity and place networks,10.1016/j.cortex.2021.11.008,34923302,,neurovault,
6126,Reactivation of Single-Episode Pain Patterns in the Hippocampus and Decision Making,10.1523/JNEUROSCI.1350-20.2021,34330774,8445051,neurovault,
2440,Hippocampal-targeted Theta-burst Stimulation Enhances Associative Memory Formation,10.1162/jocn_a_01300,29916791,7467684,neurovault,
9481,Neural Correlates of Prosocial Behavior: Compensating Social Exclusion in a Four-Player Cyberball Game,10.1371/journal.pone.0159045,27391364,4938540,neurovault,
8076,Extended‐amygdala intrinsic functional connectivity networks: A population study,10.1002/hbm.25314,33314443,7978137,neurovault,
2981,Association of peripheral blood pressure with gray matter volume in 19- to 40-year-old adults,10.1212/WNL.0000000000006947,30674602,,neurovault,
10493,"Attention- versus significance-driven memory formation: Taxonomy, neural substrates, and meta-analyses",10.1016/j.neubiorev.2022.104685,35526692,,neurovault,
8396,"Imaging recollection, familiarity, and novelty in the frontoparietal control and default mode networks and the anterior-posterior medial temporal lobe: An integrated view and meta-analysis",10.1016/j.neubiorev.2021.04.007,33857579,,neurovault,
8546,Association of APOE4 and clinical variability in Alzheimer disease with the pattern of tau- and amyloid-PET,10.1212/WNL.0000000000011270,33262228,7884991,neurovault,
11180,Identification of human gustatory cortex by activation likelihood estimation,10.1002/hbm.21188,21305668,3123671,neurovault,
9490,Task-Dependent Recruitment of Modality-Specific and Multimodal Regions during Conceptual Processing,10.1093/cercor/bhaa010,32219378,7264643,neurovault,
8615,Functional organisation for verb generation in children with developmental language disorder,10.1016/j.neuroimage.2020.117599,33285329,7836232,neurovault,
8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",10.1016/j.neuron.2020.06.030,32702288,7529977,neurovault,
8616,Cerebellar contributions to cognition in corticobasal syndrome and progressive supranuclear palsy,10.1093/braincomms/fcaa194,33381758,7753056,neurovault,
9394,Grid-like and distance codes for representing word meaning in the human brain,10.1016/j.neuroimage.2021.117876,33636346,,neurovault,
9310,Individual Differences in Reward‐Based Learning Predict Fluid Reasoning Abilities,10.1111/cogs.12941,33619738,,neurovault,
5206,"Physical activity, aerobic fitness, and brain white matter: Their role for executive functions in adolescence",10.1016/j.dcn.2020.100765,32072938,7013351,neurovault,
9800,"A link between FTO, ghrelin, and impaired brain food-cue responsivity",10.1172/jci44403,23867619,3726147,neurovault,
8448,What Executive Function Network is that? An Image-Based Meta-Analysis of Network Labels,10.1007/s10548-021-00847-z,33970388,,neurovault,
12990,The neural substrate of self- and other-concerned wellbeing: An fMRI study,10.1371/journal.pone.0203974,31574083,6772049,neurovault,
10473,Stability of associations between neuroticism and microstructural asymmetry of the cingulum during late childhood and adolescence: Insights from a longitudinal study with up to 11 waves,10.1002/hbm.26157,36426846,9921236,neurovault,
9801,Effect of lisdexamfetamine on emotional network brain dysfunction in binge eating disorder,10.1016/j.pscychresns.2019.03.003,30903953,,neurovault,
6013,The role of anterior and medial dorsal thalamus in associative memory encoding and retrieval,10.1016/j.neuropsychologia.2020.107623,32918952,,neurovault,
12993,Localizing Spectral Interactions in the Resting State Network Using the Hilbert–Huang Transform,10.3390/brainsci12020140,35203903,8870154,neurovault,
9723,Brain reactivity to visual food stimuli after moderate-intensity exercise in children,10.1007/s11682-017-9766-z,28929362,5858994,neurovault,
12158,Unravelling the Neural Basis of Spatial Delusions After Stroke,10.1002/ana.26079,33811370,,neurovault,
8583,Anxiety and the Neurobiology of Temporally Uncertain Threat Anticipation,10.1523/JNEUROSCI.0704-20.2020,32958570,7548695,neurovault,
12296,Four distinct trajectories of tau deposition identified in Alzheimer’s disease,10.1038/s41591-021-01309-6,33927414,8686688,neurovault,
10323,Cerebral μ-opioid and CB1 receptor systems have distinct roles in human feeding behavior,10.1038/s41398-021-01559-5,34453034,8397789,neurovault,
10482,Dynamic Representation of the Subjective Value of Information,10.1523/JNEUROSCI.0423-21.2021,34380761,8482864,neurovault,
11031,White matter microstructural variability mediates the relation between obesity and cognition in healthy adults,10.1016/j.neuroimage.2018.01.028,29378320,,neurovault,
9721,Neural reactivity to visual food stimuli is reduced in some areas of the brain during evening hours compared to morning hours: an fMRI study in women,10.1007/s11682-015-9366-8,25753781,,neurovault,
7173,Principal component analysis reveals multiple consistent responses to naturalistic stimuli in children and adults,10.1002/hbm.25568,35586919,9248318,neurovault,
9808,Modulation of brain activity by hormonal factors in the context of ingestive behaviour,10.1016/j.metabol.2019.06.014,31271805,,neurovault,
13012,A unified 3D map of microscopic architecture and MRI of the human brain,10.1126/sciadv.abj7892,35476433,9045605,neurovault,
8750,Another's pain in my brain: No evidence that placebo analgesia affects the sensory-discriminative component in empathy for pain,10.1016/j.neuroimage.2020.117397,32971262,,neurovault,
8993,Whole-brain functional correlates of memory formation in mesial temporal lobe epilepsy,10.1016/j.nicl.2021.102723,34147817,8220377,neurovault,
2222,Generalization of value in reinforcement learning by humans,10.1111/j.1460-9568.2012.08017.x,22487039,3404618,neurovault,
1061,A Digital Atlas of Middle to Large Brain Vessels and Their Relation to Cortical and Subcortical Structures,10.3389/fnana.2016.00012,26924965,4756124,neurovault,
8070,Neural divergence and convergence for attention to and detection of interoceptive and somatosensory stimuli,10.1016/j.cortex.2020.11.019,33385747,,neurovault,
8377,Glucocorticoid treatment for non-cerebral diseases in children and adolescents is associated with differences in uncinate fasciculus microstructure,10.1038/s41390-021-01394-w,33790412,,neurovault,
9812,Reduced plasma ghrelin concentrations are associated with decreased brain reactivity to food cues after laparoscopic sleeve gastrectomy,10.1016/j.psyneuen.2018.10.022,30388597,6802281,neurovault,
4738,The Human Thalamus Is an Integrative Hub for Functional Brain Networks,10.1523/JNEUROSCI.0067-17.2017,28450543,5469300,neurovault,
5936,Response modality-dependent categorical choice representations for vibrotactile comparisons,10.1016/j.neuroimage.2020.117592,33248258,,neurovault,
4819,Tracking the Emergence of Location-based Spatial Representations in Human Scene-Selective Cortex,10.1162/jocn_a_01654,33284080,8658499,neurovault,
11930,"
              The Optimal Target and Connectivity for
              ",10.1002/ana.26368,35429045,9544037,neurovault,
8437,Hormonal and neural correlates of prosocial conformity in adolescents,10.1016/j.dcn.2021.100936,33611148,7903062,neurovault,
9607,Multivariate neural signatures for health neuroscience: assessing spontaneous regulation during food choice,10.1093/scan/nsaa002,31993654,7657386,neurovault,
9895,Relationship between Parental Feeding Practices and Neural Responses to Food Cues in Adolescents,10.1371/journal.pone.0157037,27479051,4968823,neurovault,
9817,Structural integrity between executive control and reward regions of the brain predicts body fat percentage in chronic dieters,10.1080/17588928.2016.1235556,27663021,5388584,neurovault,
6769,Maturational trajectories of white matter microstructure underlying the right presupplementary motor area reflect individual improvements in motor response cancellation in children and adolescents,10.1016/j.neuroimage.2020.117105,32615252,,neurovault,
3340,Reward Learning over Weeks Versus Minutes Increases the Neural Representation of Value in the Human Brain,10.1523/JNEUROSCI.0075-18.2018,30061189,6113901,neurovault,
6070,Longitudinal changes in DLPFC activation during childhood are related to decreased aggression following social rejection,10.1073/pnas.1915124117,32234781,7165424,neurovault,
11160,Decoding Activity in Broca's Area Predicts the Occurrence of Auditory Hallucinations Across Subjects,10.1016/j.biopsych.2021.08.024,34742546,,neurovault,
3235,Effects of hunger state on the brain responses to food cues across the life span,10.1016/j.neuroimage.2018.01.012,29337278,,neurovault,
6526,Feasibility of spiral fMRI based on an LTI gradient model,10.1016/j.neuroimage.2021.118674,34718138,,neurovault,
9273,Phase-locking of resting-state brain networks with the gastric basal electrical rhythm,10.1371/journal.pone.0244756,33400717,7785240,neurovault,
11634,Anterior Cruciate Ligament Deficiency Causes Brain Plasticity,10.1177/0363546509343201,19940314,,neurovault,
12784,Towards the Interpretability of Deep Learning Models for Multi-modal Neuroimaging: Finding Structural Changes of the Ageing Brain,10.1016/j.neuroimage.2022.119504,35882272,,neurovault,
6088,Episodic memory retrieval success is associated with rapid replay of episode content,10.1038/s41593-020-0649-z,32514135,7610376,neurovault,
11635,Test–retest measurements of dopamine D1-type receptors using simultaneous PET/MRI imaging,10.1007/s00259-017-3645-0,28197685,,neurovault,
11636,"
              Reference Region Modeling Approaches for Amphetamine Challenge Studies with [
              ",10.1038/jcbfm.2014.237,25564239,4420880,neurovault,
13075,Causal mapping of human brain function,10.1038/s41583-022-00583-8,35444305,9387758,neurovault,
9499,Changes in BOLD variability are linked to the development of variable response inhibition,10.1016/j.neuroimage.2020.117691,33385547,7903157,neurovault,
13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,10.1523/JNEUROSCI.1602-20.2022,36347621,9838701,neurovault,
11185,"Brain responses to anticipatory cues and milkshake taste in obesity, and their relationship to bariatric surgery outcome",10.1016/j.neuroimage.2021.118623,34627978,10947342,neurovault,
11163,Distinct replay signatures for prospective decision-making and memory preservation,10.1073/pnas.2205211120,36719914,9963918,neurovault,
4049,An improved neuroanatomical model of the default-mode network reconciles previous neuroimaging and neuropathological findings,10.1038/s42003-019-0611-3,31633061,6787009,neurovault,
3960,Aberrant striatal tracking of reward magnitude in youth with current or past-year depression.,10.1037/abn0000389,30489113,,neurovault,
12796,A dynamic gradient architecture generates brain activity states,10.1016/j.neuroimage.2022.119526,35914669,9585924,neurovault,
11189,Asymmetric neural tracking of gain and loss magnitude during adolescence,10.1093/scan/nsy058,30016496,6123516,neurovault,
9244,Placebo Analgesia Does Not Reduce Empathy for Naturalistic Depictions of Others’ Pain in a Somatosensory Specific Way,10.1093/texcom/tgab039,34296184,8276832,neurovault,
8944,Plasma phosphorylated tau 217 and phosphorylated tau 181 as biomarkers in Alzheimer's disease and frontotemporal lobar degeneration: a retrospective diagnostic performance study,10.1016/S1474-4422(21)00214-3,34418401,8711249,neurovault,
11190,Neurodevelopmental shifts in learned value transfer on cognitive control during adolescence,10.1016/j.dcn.2019.100730,31756586,6934050,neurovault,
10898,Competitive interactions between cognitive reappraisal and mentalizing,10.1016/j.ijpsycho.2022.01.012,35101459,,neurovault,
11418,Resisting aggression in social contexts: The influence of life-course persistent antisocial behavior on behavioral and neural responses to social feedback,10.1016/j.nicl.2022.102973,35245790,8892163,neurovault,
14965,Consciously Feeling the Pain of Others Reflects Atypical Functional Connectivity between the Pain Matrix and Frontal-Parietal Regions,10.3389/fnhum.2017.00507,29104537,5655021,neurovault,
12180,Are Brain Responses to Emotion a Reliable Endophenotype of Schizophrenia? An Image-Based Functional Magnetic Resonance Imaging Meta-analysis,10.1016/j.biopsych.2022.06.013,36085080,,neurovault,
12204,Context-specific activations are a hallmark of the neural basis of individual differences in general executive function,10.1016/j.neuroimage.2021.118845,34963651,8844140,neurovault,
12109,Atlasing the frontal lobe connections and their variability due to age and education: a spherical deconvolution tractography study,10.1007/s00429-015-1001-3,25682261,,neurovault,
12205,Neural and Affective Responses to Prolonged Eye Contact with One's Own Adolescent Child and Unfamiliar Others,10.1016/j.neuroimage.2022.119463,35830902,,neurovault,
12307,Identifying a brain network for musical rhythm: A functional neuroimaging meta-analysis and systematic review,10.1016/j.neubiorev.2022.104588,35259422,9195154,neurovault,
12812,Functional Magnetic Resonance Imaging (fMRI) of Neural Responses to Visual and Auditory Food Stimuli Pre and Post Roux-en-Y Gastric Bypass (RYGB) and Sleeve Gastrectomy (SG),10.1016/j.neuroscience.2019.01.061,30769095,7676306,neurovault,
12813,Sex-based fMRI differences in obese humans in response to high vs. low energy food cues,10.1016/j.bbr.2012.12.023,23261871,3593799,neurovault,
5138,Mental imagery can generate and regulate acquired differential fear conditioned reactivity,10.1038/s41598-022-05019-y,35046506,8770773,neurovault,
9810,Affective speech modulates a cortico-limbic network in real time,10.1016/j.pneurobio.2022.102278,35513165,,neurovault,
9707,Auditory cortical micro-networks show differential connectivity during voice and speech processing in humans,10.1038/s42003-021-02328-2,34172824,8233416,neurovault,
12910,"Genetic, cellular, and connectomic characterization of the brain regions commonly plagued by glioma",10.1093/brain/awaa277,33278823,7891236,neurovault,
13102,Nonlinear brain correlates of trait self-boundarylessness,10.1093/nc/niad006,37114163,10129386,neurovault,
13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,10.1016/j.neuroimage.2023.119983,36848972,,neurovault,
8087,"Mediterranean Diet, Alzheimer Disease Biomarkers and Brain Atrophy in Old Age",10.1212/WNL.0000000000012067,33952652,8253566,neurovault,
10904,Radial diffusivity reflects general decline rather than specific cognitive deterioration in multiple sclerosis,10.1038/s41598-022-26204-z,36526708,9758146,neurovault,
9460,Recovery-associated resting-state activity and connectivity alterations in Anorexia nervosa,10.1016/j.bpsc.2021.03.006,33766777,,neurovault,
13857,Accurate localization and coactivation profiles of the frontal eye field and inferior frontal junction: an ALE and MACM fMRI meta-analysis,10.1007/s00429-023-02641-y,37093304,10147761,neurovault,
13323,A middle ground where executive control meets semantics: the neural substrates of semantic control are topographically sandwiched between the multiple-demand and default-mode systems,10.1093/cercor/bhac358,36130101,10110444,neurovault,
12826,Neural correlates of paired associate recollection: A neuroimaging meta-analysis,10.1016/j.brainres.2022.148200,36513138,,neurovault,
9936,Toward a hierarchical model of social cognition: A neuroimaging meta-analysis and integrative review of empathy and theory of mind.,10.1037/bul0000303,33151703,,neurovault,
5641,Olfactory connectivity mediates sleep-dependent food choices in humans,10.7554/eLife.49053,31591965,6783266,neurovault,
11344,Development of social feedback processing and responses in childhood: an fMRI test-replication design in two age cohorts,10.1093/scan/nsac039,35661224,10985675,neurovault,
11345,The nature of the self: Neural analyses and heritability estimates of self‐evaluations in middle childhood,10.1002/hbm.25641,34477265,8559501,neurovault,
14751,"Odour-imagery ability is linked to food craving, intake, and adiposity change in humans",10.1038/s42255-023-00874-z,37640944,,neurovault,
9487,Associations between ghrelin and leptin and neural food cue reactivity in a fasted and sated state,10.1016/j.neuroimage.2021.118374,34245869,,neurovault,
14522,The effect of cannabidiol (CBD) on low-frequency activity and functional connectivity in the brain of adults with and without autism spectrum disorder (ASD),10.1177/0269881119858306,31237191,6732821,neurovault,
12233,Encoding and retrieval along the long axis of the hippocampus and their relationships with dorsal attention and default mode networks: The HERNET model,10.1002/hipo.22387,25367784,,neurovault,
12234,Default network activation during episodic and semantic memory retrieval: A selective meta-analytic comparison,10.1016/j.neuropsychologia.2015.11.006,26562053,,neurovault,
11991,Divided attention at retrieval does not influence neural correlates of recollection in young or older adults,10.1016/j.neuroimage.2022.118918,35051582,8885896,neurovault,
8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,10.1016/j.neuropsychologia.2021.108000,34419488,,neurovault,
12235,Neural correlates of explicit and implicit memory at encoding and retrieval: A unified framework and meta-analysis of functional neuroimaging studies,10.1016/j.biopsycho.2019.04.006,31034858,,neurovault,
12536,Reinforcement learning with associative or discriminative generalization across states and actions: fMRI at 3 T and 7 T,10.1002/hbm.25988,35860954,9491297,neurovault,
12236,Parietal control network activation during memory tasks may be associated with the co-occurrence of externally and internally directed cognition: A cross-function meta-analysis,10.1016/j.brainres.2018.01.022,29456134,,neurovault,
5506,"Neural activity during working memory encoding, maintenance, and retrieval: A network‐based model and meta‐analysis",10.1002/hbm.24747,31373730,6865408,neurovault,
15990,Whole-brain opto-fMRI map of mouse VTA dopaminergic activation reflects structural projections with small but significant deviations,10.1038/s41398-022-01812-5,35165257,8844000,neurovault,
8439,A Neglected Topic in Neuroscience: Replicability of fMRI Results With Specific Reference to ANOREXIA NERVOSA,10.3389/fpsyt.2020.00777,32848943,7419696,neurovault,
13693,"Neural Mechanisms Underlying Trust to Friends, Community Members, and Unknown Peers in Adolescence",10.1162/jocn_a_02055,37713673,,neurovault,
12542,Amodal brain activation and functional connectivity in response to high-energy-density food cues in obesity,10.1002/oby.20859,25098957,4224976,neurovault,
14528,MRI evidence for material‐specific encoding deficits and mesial‐temporal alterations in pre‐surgical frontal lobe epilepsy patients,10.1002/epi4.12881,38093701,10839294,neurovault,
12383,Multivariate neural biomarkers of emotional states are categorically distinct,10.1093/scan/nsv032,25813790,4631142,neurovault,
16163,The impact of emotional valence and stimulus habituation on fMRI signal reliability during emotion generation,10.1016/j.neuroimage.2023.120457,37977407,,neurovault,
14064,Psychological stress is associated with arterial inflammation in people living with treated HIV infection,10.1016/j.bbi.2023.06.019,37369339,,neurovault,
3829,Prospective longitudinal atrophy in Alzheimer’s disease correlates with the intensity and topography of baseline tau-PET,10.1126/scitranslmed.aau5732,31894103,7035952,neurovault,
12254,Head-to-head comparison between plasma p-tau217 and flortaucipir-PET in amyloid-positive patients with cognitive impairment,10.1186/s13195-023-01302-w,37740209,10517500,neurovault,
15652,Neural representations for multi-context visuomotor adaptation and the impact of common representation on multi-task performance: a multivariate decoding approach,10.3389/fnhum.2023.1221944,37822708,10562562,neurovault,
13334,Somatotopic disruption of the functional connectivity of the primary sensorimotor cortex in complex regional pain syndrome type 1,10.1002/hbm.26513,37837646,10619416,neurovault,
8387,Neural mechanisms underlying the hierarchical construction of perceived aesthetic value,10.1038/s41467-022-35654-y,36693833,9873760,neurovault,
13150,Microstructural organization of human insula is linked to its macrofunctional circuitry and predicts cognitive control,10.7554/eLife.53470,32496190,7308087,neurovault,
4045,Meta-Analysis of 89 Structural MRI Studies in Posttraumatic Stress Disorder and Comparison With Major Depressive Disorder,10.1176/appi.ajp.2018.17111199,30021460,6169727,neurovault,
11357,A crucial role of the frontal operculum in task-set dependent visuomotor performance monitoring,10.1523/ENEURO.0524-21.2021,35165200,8896555,neurovault,
6009,Evidence for non-selective response inhibition in uncertain contexts revealed by combined meta-analysis and Bayesian analysis of fMRI data,10.1038/s41598-022-14221-x,35710930,9203582,neurovault,
9333,Residential green space and air pollution are associated with brain activation in a social-stress paradigm,10.1038/s41598-022-14659-z,35739150,9226020,neurovault,
9979,Creativity in verbal associations is linked to semantic control,10.1093/cercor/bhac405,36222614,10152057,neurovault,
16425,Multiple sclerosis lesions that impair memory map to a connected memory circuit,10.1007/s00415-023-11907-8,37532802,10592111,neurovault,
9982,A human colliculus-pulvinar-amygdala pathway encodes negative emotion,10.1016/j.neuron.2021.06.001,34166604,8349850,neurovault,
13792,Network Localization of Awareness in Visual and Motor Anosognosia,10.1002/ana.26709,37289520,10524951,neurovault,
4874,A computational model of neurodegeneration in Alzheimer’s disease,10.1038/s41467-022-29047-4,35347127,8960876,neurovault,
13432,Revealing robust neural correlates of conscious and unconscious visual processing: Activation likelihood estimation meta-analyses,10.1016/j.neuroimage.2023.120088,37030413,,neurovault,
2389,Preference by Association: How Memory Mechanisms in the Hippocampus Bias Decisions,10.1126/science.1223252,23066083,,neurovault,
16417,L-DOPA and oxytocin influence the neural correlates of performance monitoring for self and others,10.1007/s00213-024-06541-9,38286857,11031497,neurovault,
10002,White matter microstructural associates of apathy-avolition in schizophrenia,10.1016/j.jpsychires.2021.07.042,34332375,,neurovault,
504,Single Subject Thermal Pain,10.1371/journal.pbio.1002180,26098873,4476709,metadata,
4249,NIDM-Results 1.3.0 examples - nidmfsl 2.0.1 and SPM12 r6906,10.3389/fninf.2016.00024,27458367,4932120,metadata,
2448,Empathic care and distress: quintile intensity images for empathic distress,10.1016/j.neuron.2017.05.014,28602689,5532453,metadata,
1692,NIDM-Results 1.3.0 examples,10.3389/fninf.2016.00024,27458367,4932120,metadata,
4048,Increased posterior default mode network activity and structural connectivity in young adult APOE-ε4 carriers: a multi-modal imaging investigation,10.1038/srep16322,26552581,4639783,metadata,
1964,Affective Ratings to Emotional Images,10.1371/journal.pbio.1002180,26098873,4476709,metadata,
2210,NIDM-Results 1.3.0 examples - nidmfsl 1.2.01 and SPM12 r6906,10.3389/fninf.2016.00024,27458367,4932120,metadata,
2444,Empathic care and distress: quintile intensity images for empathic care,10.1016/j.neuron.2017.05.014,28602689,5532453,metadata,
4212,NIDM-Results 1.3.0 examples - nidmfsl 2.0.0,10.3389/fninf.2016.00024,27458367,4932120,metadata,
169,"Brain, mood and cognition during treatment initiation in mild hypothyroidism",10.1016/j.psyneuen.2014.01.015,24636515,,metadata,
4687,The uncertain brain: A co-ordinate based meta-analysis of the neural signatures supporting uncertainty during different contexts,10.1016/j.neubiorev.2018.12.013,30550858,,metadata,
6159,InterTVA tmp,10.1016/j.neuroimage.2019.116205,31546047,,metadata,
6160,InterTVA. Single-trial beta maps for event-related voice localizer.,10.1016/j.neuroimage.2019.116205,31546047,,metadata,
8748,Power-Petersen network nodes - for connectivity scripts see: https://osf.io/zn2ev/,10.1016/j.neuron.2011.09.006,22099467,3222858,metadata,
9789,"Substrates of Human Prediction Error for Incentives, Perception, Cognition, and Action",10.1038/s41386-021-01264-3,35017672,9117315,metadata,
11255,The Mel-Boggle-D Brain Atlas for Cortical & Subcortical Parcellation,10.1038/s41597-020-0557-9,32669554,7363886,metadata,
9486,MID Task - All Outcome Contrasts for +/-$5 vs Neutral $0,10.1097/j.pain.0000000000001232,29790868,6053327,metadata,
13207,Social recognition and ghrelin,10.1016/j.cub.2010.04.055,20619815,2908235,metadata,
12889,Triple Dissociation Replication,10.1152/jn.01029.2005,16738210,,metadata,
12207,Neural changes after training with transcranial direct current stimulation to increase speech fluency in adults who stutter ,10.1093/brain/awy011,29394325,6019054,metadata,
12713,Reward enhances memory via age-varying online and offline neural mechanisms across development,10.1523/JNEUROSCI.1820-21.2022,35790398,9398543,metadata,
4766,Effects of compassion meditation on brain responses to suffering,10.1093/scan/nsab052,33948660,8483284,metadata,
15730,Overcoming psychomotor slowing in psychosis - a combined neuroimaging and transcranial magnetic stimulation study on the pathophysiology of motor slowing,10.1093/schbul/sbac120,36946525,10031743,metadata,
12842,LC FMT ROI,10.1093/brain/awab236,34196700,,metadata,
13042,Language and working memory in frontal and temporal lobe epilepsy,10.1093/brain/awac150,35511160,9976988,metadata,
14567,Localizing Syntactic Composition with Left-Corner Recurrent Neural Network Grammars,10.1162/nol_a_00118,38645619,11025653,metadata,
13137,Group activation maps for an fMRI language localizer (listening to speech vs reversed speech),10.1016/j.schres.2023.10.026,37923596,,metadata,
7114,CRICBristol 6-8y WM Tract Atlas,10.1089/brain.2021.0058,34210166,7612846,metadata,
4241,Oxytocin modulates the intrinsic dynamics between attention-related large-scale networks,,30535355,,pubmed,
4246,Representing Multiple Observed Actions in the Motor System,,30295709,6949134,pubmed,
323,Prodromal Huntington Disease as a Model for Functional Compensation of Early Neurodegeneration ,,25541992,4277279,pubmed,
4010,Functional imaging of social interactions,,30154703,6102316,pubmed,
2599,The Detection of Phase Amplitude Coupling During Sensory Processing,,28919850,5585190,pubmed,
4748,Phasic amygdala and BNST activation during the anticipation of temporally unpredictable social observation in social anxiety disorder patients,,30878610,6423472,pubmed,
1995,Body Mass Index Modulates Brain Activity during Body Image Self-reflection among Young Women,,28182784,5300207,pubmed,
4906,Absolute and relative pitch processing in the human brain: Neural and behavioral evidence,,30968240,,pubmed,
1883,The Real-time fMRI Neurofeedback Based Stratification of Default Network Regulation Neuroimaging Data Repository.,,27836708,5322045,pubmed,
4902,Modulation of the spontaneous hemodynamic response function across levels of consciousness,,31284028,,pubmed,
4126,Neurocognitive decision-making processes of casual methamphetamine users,,30612937,6411911,pubmed,
4147,Decoding the brain’s surface to track deeper activity,,37555135,10406232,pubmed,
291,Automated Talairach Atlas labels for functional brain mapping,,10912591,6871915,pubmed,
4538,Functional connectivity of the anterior and posterior hippocampus: differential effects of glucose in younger and older adults,,32082138,7004964,pubmed,
4131,Ghrelin enhances food odor conditioning in healthy humans: an fMRI study,,30517853,,pubmed,
2843,Temporal dynamics of familiar face recognition,,39168164,,pubmed,
4029,Moderate social sensitivity in a risky context supports adaptive decision making in adolescence: Evidence from brain and behavior,,29529318,6007597,pubmed,
4167,Face perception enhances insula and motor network reactivity in Tourette Syndrome,,30346484,6202569,pubmed,
6077,IE-Map: A novel in-vivo atlas template of the human inner ear,,33558581,7870663,pubmed,
658,Principal Component Regression predicts functional responses across individuals,,25485446,,pubmed,
2556,Extraordinary altruists exhibit enhanced self-other overlap in neural responses to distress,,30130165,6180668,pubmed,
1871,How Attention Modulates Encoding of Dynamic Stimuli,,29490234,,pubmed,
1543,In-vivo Dynamics of the Human Hippocampus across the Menstrual Cycle ,,27713470,5054394,pubmed,
2914,The challenge of forgetting: neurobiological mechanisms of auditory directed forgetting,,29080232,6866323,pubmed,
3441,Neuroanatomical differences in obesity: meta-analytic findings ,,30022057,,pubmed,
4544,A common neural substrate for elevated PTSD symptoms and reduced pulse rate variability in combat-exposed veterans,,30793774,6891136,pubmed,
9241,Neural mechanisms of credit card spending,,33603078,7892835,pubmed,
2665,Phonological memory in sign language relies on the visuomotor neural system outside the left hemisphere language network,,28931014,5607140,pubmed,
5934,Reducing amygdala activity and phobic fear through cognitive top-down regulation,,32013687,,pubmed,
1394,Formal models of the network co-occurrence underlying mental operations,,27310288,4911040,pubmed,
9601,Model-based aversive learning in humans is supported by preferential task state reactivation,,34321205,8318377,pubmed,
1712,The behavioral and neural basis of empathic blame,,28701703,5508012,pubmed,
